file_path,label
data\processed\Pellorneum ruficeps\86_seg014.wav,Pellorneum ruficeps
data\processed\Cyornis poliogenys\16_seg002.wav,Cyornis poliogenys
data\processed\Chelidorhynx hypoxanthus\1_seg001.wav,Chelidorhynx hypoxanthus
data\processed\Glaucidium cuculoides\25_seg018.wav,Glaucidium cuculoides
data\processed\noise\Centropus_andamanensis__6__seg008.wav,noise
data\processed\noise\Mystery_mystery__39__seg015.wav,noise
data\processed\Polyplectron bicalcaratum\2_seg002.wav,Polyplectron bicalcaratum
data\processed\Mystery mystery\60_seg006.wav,Mystery mystery
data\processed\Rimator malacoptilus\14_seg003.wav,Rimator malacoptilus
data\processed\Arborophila torqueola\4_seg003.wav,Arborophila torqueola
data\processed\Dicrurus andamanensis\6_seg003.wav,Dicrurus andamanensis
data\processed\Mystery mystery\433_seg016.wav,Mystery mystery
data\processed\Stachyridopsis ambigua\10_seg004.wav,Stachyridopsis ambigua
data\processed\Macronus gularis\16_seg008.wav,Macronus gularis
data\processed\Eurystomus orientalis\1_seg009.wav,Eurystomus orientalis
data\processed\Mystery mystery\119_seg010.wav,Mystery mystery
data\processed\Sturnia malabarica\4_seg013.wav,Sturnia malabarica
data\processed\Macronus gularis\21_seg001.wav,Macronus gularis
data\processed\Pellorneum ruficeps\12_seg000.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\39_seg001.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\410_seg001.wav,Mystery mystery
data\processed\Centropus andamanensis\1_seg013.wav,Centropus andamanensis
data\processed\Chloropsis\19_seg002.wav,Chloropsis
data\processed\noise\Locustella_davidi__1__seg004.wav,noise
data\processed\Pluvialis squatarola\1_seg008.wav,Pluvialis squatarola
data\processed\Polyplectron bicalcaratum\5_seg005.wav,Polyplectron bicalcaratum
data\processed\Mystery mystery\281_seg003.wav,Mystery mystery
data\processed\Chelidorhynx hypoxanthus\15_seg009.wav,Chelidorhynx hypoxanthus
data\processed\Pellorneum ruficeps\77_seg009.wav,Pellorneum ruficeps
data\processed\Mystery mystery\414_seg034.wav,Mystery mystery
data\processed\Cuculus micropterus\11_seg005.wav,Cuculus micropterus
data\processed\Sphenocichla humei\10_seg003.wav,Sphenocichla humei
data\processed\Mystery mystery\408_seg002.wav,Mystery mystery
data\processed\Arborophila torqueola\21_seg006.wav,Arborophila torqueola
data\processed\Mystery mystery\25_seg017.wav,Mystery mystery
data\processed\Halcyon coromanda\7_seg003.wav,Halcyon coromanda
data\processed\Loriculus vernalis\5_seg002.wav,Loriculus vernalis
data\processed\Pellorneum ruficeps\87_seg003.wav,Pellorneum ruficeps
data\processed\Alcippe cinerea\17_seg005.wav,Alcippe cinerea
data\processed\Pomatorhinus ruficollis\30_seg003.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\20_seg010.wav,Mystery mystery
data\processed\Pellorneum ruficeps\69_seg010.wav,Pellorneum ruficeps
data\processed\Mystery mystery\312_seg009.wav,Mystery mystery
data\processed\Glaucidium cuculoides\31_seg007.wav,Glaucidium cuculoides
data\processed\Cuculus micropterus\47_seg000.wav,Cuculus micropterus
data\processed\Rimator malacoptilus\8_seg001.wav,Rimator malacoptilus
data\processed\Mystery mystery\98_seg000.wav,Mystery mystery
data\processed\Cyornis unicolor\10_seg018.wav,Cyornis unicolor
data\processed\Locustella davidi\2_seg000.wav,Locustella davidi
data\processed\Lanius tephronotus\4_seg004.wav,Lanius tephronotus
data\processed\noise\Pomatorhinus_ruficollis__9__seg007.wav,noise
data\processed\noise\Rimator_malacoptilus__3__seg025.wav,noise
data\processed\Mystery mystery\434_seg004.wav,Mystery mystery
data\processed\Chelidorhynx hypoxanthus\10_seg017.wav,Chelidorhynx hypoxanthus
data\processed\Alcippe cinerea\10_seg014.wav,Alcippe cinerea
data\processed\Mystery mystery\334_seg003.wav,Mystery mystery
data\processed\Pellorneum ruficeps\32_seg032.wav,Pellorneum ruficeps
data\processed\Dicrurus andamanensis\5_seg004.wav,Dicrurus andamanensis
data\processed\Pellorneum ruficeps\71_seg001.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\17_seg019.wav,Pellorneum ruficeps
data\processed\Dicaeum cruentatum\6_seg007.wav,Dicaeum cruentatum
data\processed\Pellorneum ruficeps\87_seg027.wav,Pellorneum ruficeps
data\processed\Mystery mystery\51_seg000.wav,Mystery mystery
data\processed\Mystery mystery\38_seg005.wav,Mystery mystery
data\processed\Pellorneum ruficeps\87_seg033.wav,Pellorneum ruficeps
data\processed\Mystery mystery\345_seg008.wav,Mystery mystery
data\processed\Pellorneum ruficeps\54_seg008.wav,Pellorneum ruficeps
data\processed\Psilopogon lineatus\1_seg009.wav,Psilopogon lineatus
data\processed\Cyornis unicolor\4_seg013.wav,Cyornis unicolor
data\processed\Mystery mystery\327_seg015.wav,Mystery mystery
data\processed\Dicaeum minullum\1_seg006.wav,Dicaeum minullum
data\processed\Sphenocichla humei\26_seg000.wav,Sphenocichla humei
data\processed\Pellorneum ruficeps\8_seg008.wav,Pellorneum ruficeps
data\processed\Mystery mystery\216_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\100_seg010.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\52_seg008.wav,Pellorneum ruficeps
data\processed\Mystery mystery\433_seg028.wav,Mystery mystery
data\processed\Mystery mystery\304_seg022.wav,Mystery mystery
data\processed\Alcippe cinerea\19_seg013.wav,Alcippe cinerea
data\processed\Psilopogon lineatus\11_seg008.wav,Psilopogon lineatus
data\processed\Cyornis unicolor\26_seg007.wav,Cyornis unicolor
data\processed\noise\Cypsiurus_balasiensis__7__seg008.wav,noise
data\processed\Psilopogon lineatus\19_seg009.wav,Psilopogon lineatus
data\processed\Liocichla phoenicea\10_seg011.wav,Liocichla phoenicea
data\processed\Arborophila torqueola\33_seg002.wav,Arborophila torqueola
data\processed\Loriculus vernalis\29_seg009.wav,Loriculus vernalis
data\processed\Mystery mystery\386_seg018.wav,Mystery mystery
data\processed\Mystery mystery\390_seg009.wav,Mystery mystery
data\processed\Mystery mystery\59_seg005.wav,Mystery mystery
data\processed\Rimator malacoptilus\13_seg004.wav,Rimator malacoptilus
data\processed\noise\Mystery_mystery__125__seg011.wav,noise
data\processed\Cyornis magnirostris\3_seg000.wav,Cyornis magnirostris
data\processed\Cyornis unicolor\24_seg005.wav,Cyornis unicolor
data\processed\Mystery mystery\258_seg002.wav,Mystery mystery
data\processed\Mystery mystery\362_seg012.wav,Mystery mystery
data\processed\Pellorneum ruficeps\87_seg020.wav,Pellorneum ruficeps
data\processed\Mystery mystery\122_seg006.wav,Mystery mystery
data\processed\Sturnia malabarica\11_seg002.wav,Sturnia malabarica
data\processed\Pomatorhinus ruficollis\36_seg008.wav,Pomatorhinus ruficollis
data\processed\Cyornis unicolor\16_seg006.wav,Cyornis unicolor
data\processed\Mystery mystery\20_seg006.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__74__seg015.wav,noise
data\processed\Mystery mystery\62_seg031.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\4_seg022.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\407_seg000.wav,Mystery mystery
data\processed\noise\Pomatorhinus_ruficollis__7__seg003.wav,noise
data\processed\Arborophila torqueola\20_seg012.wav,Arborophila torqueola
data\processed\Todiramphus chloris\9_seg001.wav,Todiramphus chloris
data\processed\Pellorneum ruficeps\58_seg005.wav,Pellorneum ruficeps
data\processed\Cyornis unicolor\8_seg010.wav,Cyornis unicolor
data\processed\Cyornis poliogenys\18_seg000.wav,Cyornis poliogenys
data\processed\Arborophila torqueola\32_seg004.wav,Arborophila torqueola
data\processed\noise\Mystery_mystery__34__seg007.wav,noise
data\processed\Mystery mystery\325_seg051.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\36_seg002.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\88_seg001.wav,Mystery mystery
data\processed\Mystery mystery\360_seg000.wav,Mystery mystery
data\processed\Mystery mystery\301_seg027.wav,Mystery mystery
data\processed\Mystery mystery\58_seg004.wav,Mystery mystery
data\processed\Mystery mystery\352_seg004.wav,Mystery mystery
data\processed\Mystery mystery\286_seg001.wav,Mystery mystery
data\processed\Mystery mystery\296_seg022.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__86__seg038.wav,noise
data\processed\Pellorneum ruficeps\23_seg016.wav,Pellorneum ruficeps
data\processed\Mystery mystery\282_seg003.wav,Mystery mystery
data\processed\Chloropsis\3_seg005.wav,Chloropsis
data\processed\Mystery mystery\234_seg007.wav,Mystery mystery
data\processed\noise\Mystery_mystery__73__seg001.wav,noise
data\processed\Mystery mystery\265_seg000.wav,Mystery mystery
data\processed\Liocichla phoenicea\16_seg006.wav,Liocichla phoenicea
data\processed\noise\Cyornis_poliogenys__1__seg009.wav,noise
data\processed\Macronus gularis\17_seg022.wav,Macronus gularis
data\processed\Cyornis poliogenys\10_seg016.wav,Cyornis poliogenys
data\processed\noise\Rimator_malacoptilus__11__seg003.wav,noise
data\processed\Mystery mystery\273_seg007.wav,Mystery mystery
data\processed\Mystery mystery\336_seg078.wav,Mystery mystery
data\processed\Dicaeum cruentatum\8_seg004.wav,Dicaeum cruentatum
data\processed\Cuculus micropterus\60_seg017.wav,Cuculus micropterus
data\processed\Pomatorhinus ruficollis\35_seg001.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\377_seg037.wav,Mystery mystery
data\processed\Cyornis unicolor\4_seg000.wav,Cyornis unicolor
data\processed\Cuculus micropterus\4_seg012.wav,Cuculus micropterus
data\processed\Cyornis concretus\3_seg001.wav,Cyornis concretus
data\processed\Mystery mystery\258_seg013.wav,Mystery mystery
data\processed\Mystery mystery\336_seg060.wav,Mystery mystery
data\processed\Stachyridopsis ambigua\15_seg006.wav,Stachyridopsis ambigua
data\processed\Pellorneum ruficeps\86_seg009.wav,Pellorneum ruficeps
data\processed\Mystery mystery\432_seg005.wav,Mystery mystery
data\processed\Mystery mystery\389_seg006.wav,Mystery mystery
data\processed\Arborophila torqueola\5_seg010.wav,Arborophila torqueola
data\processed\Mystery mystery\263_seg001.wav,Mystery mystery
data\processed\Mystery mystery\311_seg020.wav,Mystery mystery
data\processed\Centropus andamanensis\15_seg015.wav,Centropus andamanensis
data\processed\Pellorneum ruficeps\89_seg004.wav,Pellorneum ruficeps
data\processed\Mystery mystery\80_seg003.wav,Mystery mystery
data\processed\Arborophila torqueola\8_seg004.wav,Arborophila torqueola
data\processed\Phylloscopus subaffinis\2_seg003.wav,Phylloscopus subaffinis
data\processed\Rimator malacoptilus\8_seg010.wav,Rimator malacoptilus
data\processed\Cuculus micropterus\36_seg008.wav,Cuculus micropterus
data\processed\Pnoepyga pusilla\29_seg014.wav,Pnoepyga pusilla
data\processed\Mystery mystery\359_seg002.wav,Mystery mystery
data\processed\noise\Glaucidium_cuculoides__12__seg036.wav,noise
data\processed\Chelidorhynx hypoxanthus\4_seg002.wav,Chelidorhynx hypoxanthus
data\processed\Mystery mystery\336_seg073.wav,Mystery mystery
data\processed\Mystery mystery\256_seg021.wav,Mystery mystery
data\processed\Pellorneum ruficeps\65_seg001.wav,Pellorneum ruficeps
data\processed\noise\Pellorneum_ruficeps__74__seg029.wav,noise
data\processed\Arborophila torqueola\8_seg003.wav,Arborophila torqueola
data\processed\Aethopyga gouldiae\1_seg011.wav,Aethopyga gouldiae
data\processed\Chelidorhynx hypoxanthus\8_seg006.wav,Chelidorhynx hypoxanthus
data\processed\Mystery mystery\320_seg003.wav,Mystery mystery
data\processed\Macronus gularis\21_seg025.wav,Macronus gularis
data\processed\Cyornis unicolor\27_seg014.wav,Cyornis unicolor
data\processed\Mystery mystery\360_seg038.wav,Mystery mystery
data\processed\Rimator malacoptilus\14_seg008.wav,Rimator malacoptilus
data\processed\Cuculus micropterus\1_seg000.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\18_seg001.wav,Pellorneum ruficeps
data\processed\noise\Pellorneum_ruficeps__76__seg003.wav,noise
data\processed\Dicrurus andamanensis\2_seg019.wav,Dicrurus andamanensis
data\processed\Macronus gularis\13_seg005.wav,Macronus gularis
data\processed\Mystery mystery\328_seg001.wav,Mystery mystery
data\processed\Rimator malacoptilus\8_seg012.wav,Rimator malacoptilus
data\processed\Macronus gularis\6_seg008.wav,Macronus gularis
data\processed\Mystery mystery\82_seg012.wav,Mystery mystery
data\processed\Mystery mystery\314_seg000.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\1_seg002.wav,Pomatorhinus ruficollis
data\processed\Lanius tephronotus\4_seg005.wav,Lanius tephronotus
data\processed\Arborophila torqueola\18_seg002.wav,Arborophila torqueola
data\processed\Chelidorhynx hypoxanthus\1_seg006.wav,Chelidorhynx hypoxanthus
data\processed\Mystery mystery\310_seg002.wav,Mystery mystery
data\processed\Cyornis poliogenys\10_seg030.wav,Cyornis poliogenys
data\processed\Mystery mystery\27_seg002.wav,Mystery mystery
data\processed\Glaucidium cuculoides\35_seg002.wav,Glaucidium cuculoides
data\processed\Paradoxornis guttaticollis\4_seg001.wav,Paradoxornis guttaticollis
data\processed\Dicrurus andamanensis\18_seg012.wav,Dicrurus andamanensis
data\processed\Macronus gularis\21_seg015.wav,Macronus gularis
data\processed\Mystery mystery\373_seg071.wav,Mystery mystery
data\processed\Mystery mystery\377_seg012.wav,Mystery mystery
data\processed\noise\Centropus_andamanensis__7__seg013.wav,noise
data\processed\Glaucidium cuculoides\31_seg043.wav,Glaucidium cuculoides
data\processed\Pellorneum ruficeps\65_seg006.wav,Pellorneum ruficeps
data\processed\Polyplectron bicalcaratum\3_seg002.wav,Polyplectron bicalcaratum
data\processed\Mystery mystery\33_seg004.wav,Mystery mystery
data\processed\Rimator malacoptilus\15_seg000.wav,Rimator malacoptilus
data\processed\Arachnothera magna\2_seg001.wav,Arachnothera magna
data\processed\Mystery mystery\442_seg005.wav,Mystery mystery
data\processed\Chloropsis jerdoni\5_seg025.wav,Chloropsis jerdoni
data\processed\Paradoxornis guttaticollis\1_seg002.wav,Paradoxornis guttaticollis
data\processed\Sphenocichla humei\34_seg002.wav,Sphenocichla humei
data\processed\Pomatorhinus ruficollis\21_seg005.wav,Pomatorhinus ruficollis
data\processed\Dicaeum chrysorrheum\1_seg017.wav,Dicaeum chrysorrheum
data\processed\noise\Mystery_mystery__373__seg006.wav,noise
data\processed\Rimator malacoptilus\14_seg001.wav,Rimator malacoptilus
data\processed\Mystery mystery\279_seg008.wav,Mystery mystery
data\processed\Arachnothera magna\11_seg005.wav,Arachnothera magna
data\processed\Mystery mystery\376_seg001.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\17_seg002.wav,Pomatorhinus ruficollis
data\processed\Psittacula eupatria\19_seg004.wav,Psittacula eupatria
data\processed\Chloropsis\6_seg003.wav,Chloropsis
data\processed\Pellorneum ruficeps\51_seg001.wav,Pellorneum ruficeps
data\processed\Sphenocichla humei\15_seg001.wav,Sphenocichla humei
data\processed\Rimator malacoptilus\2_seg001.wav,Rimator malacoptilus
data\processed\Cyornis poliogenys\2_seg005.wav,Cyornis poliogenys
data\processed\Locustella davidi\5_seg001.wav,Locustella davidi
data\processed\Sphenocichla humei\15_seg004.wav,Sphenocichla humei
data\processed\Arborophila torqueola\6_seg001.wav,Arborophila torqueola
data\processed\Sturnia malabarica\1_seg004.wav,Sturnia malabarica
data\processed\Glaucidium cuculoides\37_seg007.wav,Glaucidium cuculoides
data\processed\Mystery mystery\268_seg014.wav,Mystery mystery
data\processed\Mystery mystery\107_seg003.wav,Mystery mystery
data\processed\noise\Rimator_malacoptilus__12__seg007.wav,noise
data\processed\Psilopogon lineatus\10_seg007.wav,Psilopogon lineatus
data\processed\Mystery mystery\86_seg009.wav,Mystery mystery
data\processed\Cuculus micropterus\51_seg001.wav,Cuculus micropterus
data\processed\Dicrurus andamanensis\13_seg016.wav,Dicrurus andamanensis
data\processed\Mystery mystery\360_seg037.wav,Mystery mystery
data\processed\Mystery mystery\414_seg041.wav,Mystery mystery
data\processed\Phylloscopus inornatus\2_seg002.wav,Phylloscopus inornatus
data\processed\Acridotheres fuscus\2_seg000.wav,Acridotheres fuscus
data\processed\Mystery mystery\222_seg006.wav,Mystery mystery
data\processed\Mystery mystery\234_seg013.wav,Mystery mystery
data\processed\Dicrurus andamanensis\8_seg003.wav,Dicrurus andamanensis
data\processed\noise\Mystery_mystery__126__seg006.wav,noise
data\processed\Mystery mystery\261_seg011.wav,Mystery mystery
data\processed\Mystery mystery\9_seg049.wav,Mystery mystery
data\processed\Mystery mystery\167_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\82_seg007.wav,Pellorneum ruficeps
data\processed\Mystery mystery\261_seg001.wav,Mystery mystery
data\processed\Locustella davidi\6_seg005.wav,Locustella davidi
data\processed\noise\Mystery_mystery__300__seg038.wav,noise
data\processed\Phylloscopus inornatus\8_seg001.wav,Phylloscopus inornatus
data\processed\Pluvialis squatarola\4_seg001.wav,Pluvialis squatarola
data\processed\Pellorneum ruficeps\56_seg003.wav,Pellorneum ruficeps
data\processed\Mystery mystery\298_seg003.wav,Mystery mystery
data\processed\Sturnia malabarica\9_seg002.wav,Sturnia malabarica
data\processed\Stachyridopsis ambigua\10_seg002.wav,Stachyridopsis ambigua
data\processed\Cuculus micropterus\8_seg007.wav,Cuculus micropterus
data\processed\Stachyridopsis ambigua\6_seg014.wav,Stachyridopsis ambigua
data\processed\Mystery mystery\120_seg002.wav,Mystery mystery
data\processed\Mystery mystery\118_seg003.wav,Mystery mystery
data\processed\Mystery mystery\81_seg006.wav,Mystery mystery
data\processed\Psittacula eupatria\6_seg009.wav,Psittacula eupatria
data\processed\Mystery mystery\82_seg000.wav,Mystery mystery
data\processed\Liocichla phoenicea\13_seg019.wav,Liocichla phoenicea
data\processed\Mystery mystery\62_seg022.wav,Mystery mystery
data\processed\Mystery mystery\414_seg018.wav,Mystery mystery
data\processed\Pnoepyga pusilla\21_seg005.wav,Pnoepyga pusilla
data\processed\Mystery mystery\305_seg005.wav,Mystery mystery
data\processed\Cyornis unicolor\19_seg008.wav,Cyornis unicolor
data\processed\Dicrurus andamanensis\8_seg002.wav,Dicrurus andamanensis
data\processed\Mystery mystery\410_seg051.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\19_seg008.wav,Pomatorhinus ruficollis
data\processed\Cuculus micropterus\22_seg003.wav,Cuculus micropterus
data\processed\Liocichla phoenicea\23_seg003.wav,Liocichla phoenicea
data\processed\Liocichla phoenicea\20_seg000.wav,Liocichla phoenicea
data\processed\Mystery mystery\186_seg000.wav,Mystery mystery
data\processed\Cuculus micropterus\54_seg000.wav,Cuculus micropterus
data\processed\Cuculus micropterus\27_seg009.wav,Cuculus micropterus
data\processed\Rimator malacoptilus\18_seg013.wav,Rimator malacoptilus
data\processed\Mystery mystery\314_seg011.wav,Mystery mystery
data\processed\Cyornis poliogenys\24_seg006.wav,Cyornis poliogenys
data\processed\Pnoepyga pusilla\29_seg019.wav,Pnoepyga pusilla
data\processed\Mystery mystery\257_seg006.wav,Mystery mystery
data\processed\Loriculus vernalis\14_seg004.wav,Loriculus vernalis
data\processed\Pellorneum ruficeps\8_seg014.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\10_seg004.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\240_seg022.wav,Mystery mystery
data\processed\noise\Psilopogon_lineatus__21__seg002.wav,noise
data\processed\noise\Cuculus_micropterus__63__seg007.wav,noise
data\processed\Mystery mystery\127_seg057.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\41_seg005.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\328_seg019.wav,Mystery mystery
data\processed\Sphenocichla humei\12_seg007.wav,Sphenocichla humei
data\processed\Dicaeum chrysorrheum\1_seg020.wav,Dicaeum chrysorrheum
data\processed\Psilopogon lineatus\19_seg010.wav,Psilopogon lineatus
data\processed\Sphenocichla humei\21_seg001.wav,Sphenocichla humei
data\processed\Cyornis unicolor\4_seg016.wav,Cyornis unicolor
data\processed\Arborophila torqueola\4_seg000.wav,Arborophila torqueola
data\processed\Mystery mystery\37_seg003.wav,Mystery mystery
data\processed\Mystery mystery\443_seg007.wav,Mystery mystery
data\processed\Mystery mystery\315_seg000.wav,Mystery mystery
data\processed\Mystery mystery\365_seg009.wav,Mystery mystery
data\processed\Mystery mystery\25_seg022.wav,Mystery mystery
data\processed\Mystery mystery\297_seg013.wav,Mystery mystery
data\processed\Phylloscopus forresti\3_seg021.wav,Phylloscopus forresti
data\processed\Lanius tephronotus\5_seg020.wav,Lanius tephronotus
data\processed\Chloropsis\16_seg000.wav,Chloropsis
data\processed\Mystery mystery\297_seg017.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\3_seg000.wav,Pomatorhinus ruficollis
data\processed\Pellorneum ruficeps\59_seg004.wav,Pellorneum ruficeps
data\processed\Stachyridopsis ambigua\15_seg004.wav,Stachyridopsis ambigua
data\processed\Chloropsis\14_seg028.wav,Chloropsis
data\processed\Pomatorhinus ruficollis\8_seg002.wav,Pomatorhinus ruficollis
data\processed\Arborophila torqueola\28_seg034.wav,Arborophila torqueola
data\processed\Mystery mystery\151_seg000.wav,Mystery mystery
data\processed\Mystery mystery\433_seg004.wav,Mystery mystery
data\processed\Mystery mystery\18_seg005.wav,Mystery mystery
data\processed\Dicaeum minullum\3_seg003.wav,Dicaeum minullum
data\processed\Phylloscopus inornatus\7_seg005.wav,Phylloscopus inornatus
data\processed\noise\Liocichla_phoenicea__21__seg016.wav,noise
data\processed\Pellorneum ruficeps\32_seg060.wav,Pellorneum ruficeps
data\processed\Mystery mystery\267_seg036.wav,Mystery mystery
data\processed\Cyornis unicolor\20_seg008.wav,Cyornis unicolor
data\processed\Mystery mystery\379_seg006.wav,Mystery mystery
data\processed\Mystery mystery\409_seg006.wav,Mystery mystery
data\processed\Mystery mystery\373_seg057.wav,Mystery mystery
data\processed\Mystery mystery\280_seg008.wav,Mystery mystery
data\processed\Mystery mystery\384_seg013.wav,Mystery mystery
data\processed\Alcippe cinerea\7_seg010.wav,Alcippe cinerea
data\processed\Pomatorhinus ruficollis\24_seg052.wav,Pomatorhinus ruficollis
data\processed\Pellorneum ruficeps\9_seg002.wav,Pellorneum ruficeps
data\processed\Mystery mystery\66_seg000.wav,Mystery mystery
data\processed\Pnoepyga pusilla\17_seg005.wav,Pnoepyga pusilla
data\processed\Mystery mystery\35_seg020.wav,Mystery mystery
data\processed\Psittacula eupatria\8_seg020.wav,Psittacula eupatria
data\processed\Sturnia malabarica\11_seg007.wav,Sturnia malabarica
data\processed\Mystery mystery\16_seg000.wav,Mystery mystery
data\processed\Psilopogon lineatus\18_seg005.wav,Psilopogon lineatus
data\processed\Mystery mystery\404_seg000.wav,Mystery mystery
data\processed\noise\Cyornis_magnirostris__6__seg021.wav,noise
data\processed\Mystery mystery\390_seg008.wav,Mystery mystery
data\processed\Rimator malacoptilus\13_seg018.wav,Rimator malacoptilus
data\processed\Chelidorhynx hypoxanthus\10_seg026.wav,Chelidorhynx hypoxanthus
data\processed\Liocichla phoenicea\23_seg005.wav,Liocichla phoenicea
data\processed\noise\Mystery_mystery__395__seg010.wav,noise
data\processed\Alcippe cinerea\10_seg015.wav,Alcippe cinerea
data\processed\Locustella davidi\6_seg009.wav,Locustella davidi
data\processed\Liocichla phoenicea\4_seg002.wav,Liocichla phoenicea
data\processed\Cuculus micropterus\66_seg005.wav,Cuculus micropterus
data\processed\Mystery mystery\285_seg001.wav,Mystery mystery
data\processed\Sturnia malabarica\15_seg000.wav,Sturnia malabarica
data\processed\Psittacula eupatria\25_seg002.wav,Psittacula eupatria
data\processed\Mystery mystery\414_seg022.wav,Mystery mystery
data\processed\Mystery mystery\41_seg017.wav,Mystery mystery
data\processed\Mystery mystery\298_seg004.wav,Mystery mystery
data\processed\Cyornis poliogenys\24_seg005.wav,Cyornis poliogenys
data\processed\Mystery mystery\250_seg016.wav,Mystery mystery
data\processed\Alcippe cinerea\24_seg006.wav,Alcippe cinerea
data\processed\Lanius tephronotus\5_seg026.wav,Lanius tephronotus
data\processed\Mystery mystery\345_seg029.wav,Mystery mystery
data\processed\Acridotheres fuscus\9_seg006.wav,Acridotheres fuscus
data\processed\Mystery mystery\280_seg009.wav,Mystery mystery
data\processed\noise\Cyornis_unicolor__23__seg008.wav,noise
data\processed\Dicrurus andamanensis\2_seg012.wav,Dicrurus andamanensis
data\processed\noise\Cyornis_unicolor__5__seg006.wav,noise
data\processed\Rimator malacoptilus\3_seg015.wav,Rimator malacoptilus
data\processed\Arborophila torqueola\26_seg013.wav,Arborophila torqueola
data\processed\Pellorneum ruficeps\66_seg001.wav,Pellorneum ruficeps
data\processed\Mystery mystery\43_seg017.wav,Mystery mystery
data\processed\Glaucidium cuculoides\31_seg051.wav,Glaucidium cuculoides
data\processed\Mystery mystery\373_seg038.wav,Mystery mystery
data\processed\Mystery mystery\409_seg007.wav,Mystery mystery
data\processed\Liocichla phoenicea\23_seg002.wav,Liocichla phoenicea
data\processed\Pellorneum ruficeps\87_seg001.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\24_seg042.wav,Pomatorhinus ruficollis
data\processed\noise\Pellorneum_ruficeps__74__seg041.wav,noise
data\processed\Argya longirostris\10_seg014.wav,Argya longirostris
data\processed\Macronus gularis\4_seg011.wav,Macronus gularis
data\processed\Pnoepyga pusilla\1_seg003.wav,Pnoepyga pusilla
data\processed\Pellorneum ruficeps\32_seg063.wav,Pellorneum ruficeps
data\processed\Sphenocichla humei\5_seg005.wav,Sphenocichla humei
data\processed\Mystery mystery\337_seg014.wav,Mystery mystery
data\processed\Mystery mystery\11_seg033.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\33_seg003.wav,Pomatorhinus ruficollis
data\processed\Glaucidium cuculoides\31_seg056.wav,Glaucidium cuculoides
data\processed\Cuculus micropterus\7_seg009.wav,Cuculus micropterus
data\processed\Mystery mystery\117_seg002.wav,Mystery mystery
data\processed\Chloropsis\5_seg010.wav,Chloropsis
data\processed\noise\Liocichla_phoenicea__19__seg005.wav,noise
data\processed\Mystery mystery\223_seg007.wav,Mystery mystery
data\processed\Glaucidium cuculoides\17_seg007.wav,Glaucidium cuculoides
data\processed\Arachnothera magna\11_seg002.wav,Arachnothera magna
data\processed\noise\Pellorneum_ruficeps__74__seg038.wav,noise
data\processed\Mystery mystery\433_seg039.wav,Mystery mystery
data\processed\Mystery mystery\328_seg023.wav,Mystery mystery
data\processed\Sturnia malabarica\11_seg006.wav,Sturnia malabarica
data\processed\Mystery mystery\409_seg002.wav,Mystery mystery
data\processed\Chloropsis\14_seg027.wav,Chloropsis
data\processed\Pellorneum ruficeps\16_seg019.wav,Pellorneum ruficeps
data\processed\Mystery mystery\7_seg007.wav,Mystery mystery
data\processed\Cuculus micropterus\31_seg010.wav,Cuculus micropterus
data\processed\Sturnia malabarica\16_seg020.wav,Sturnia malabarica
data\processed\Rimator malacoptilus\8_seg005.wav,Rimator malacoptilus
data\processed\Cyornis unicolor\1_seg008.wav,Cyornis unicolor
data\processed\Arborophila torqueola\13_seg030.wav,Arborophila torqueola
data\processed\Mystery mystery\345_seg034.wav,Mystery mystery
data\processed\Mystery mystery\410_seg029.wav,Mystery mystery
data\processed\noise\Chloropsis__1__seg001.wav,noise
data\processed\Arborophila torqueola\26_seg015.wav,Arborophila torqueola
data\processed\Mystery mystery\409_seg026.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\15_seg003.wav,Pomatorhinus ruficollis
data\processed\Pellorneum ruficeps\7_seg002.wav,Pellorneum ruficeps
data\processed\Macronus gularis\20_seg004.wav,Macronus gularis
